Date,Open,High,Low,Close,Adj Close,Volume
2021-09-22,2408.0,2442.0,2398.25,2430.5,2430.5,5074612
2021-09-23,2447.39990234375,2497.0,2445.5,2489.89990234375,2489.89990234375,7267883
2021-09-24,2503.550048828125,2505.449951171875,2472.0,2482.699951171875,2482.699951171875,7011181
2021-09-27,2487.0,2529.89990234375,2475.300048828125,2524.449951171875,2524.449951171875,7095022
2021-09-28,2534.0,2564.89990234375,2512.800048828125,2548.050048828125,2548.050048828125,8323269
2021-09-29,2570.0,2570.0,2520.050048828125,2527.85009765625,2527.85009765625,4485721
2021-09-30,2525.0,2534.60009765625,2500.35009765625,2519.25,2519.25,6272085
2021-10-01,2501.949951171875,2539.800048828125,2495.0,2523.699951171875,2523.699951171875,4134544
2021-10-04,2553.0,2574.85009765625,2537.050048828125,2556.14990234375,2556.14990234375,5038910
2021-10-05,2555.10009765625,2612.0,2547.35009765625,2609.199951171875,2609.199951171875,6245770
2021-10-06,2619.949951171875,2619.949951171875,2551.10009765625,2559.85009765625,2559.85009765625,4734472
2021-10-07,2595.0,2598.75,2567.699951171875,2572.39990234375,2572.39990234375,2924370
2021-10-08,2585.25,2684.39990234375,2581.5,2671.25,2671.25,7279003
2021-10-11,2701.39990234375,2720.0,2645.35009765625,2652.64990234375,2652.64990234375,6815737
2021-10-12,2645.0,2683.0,2641.25,2667.800048828125,2667.800048828125,3083747
2021-10-13,2679.0,2719.5,2669.300048828125,2694.949951171875,2694.949951171875,4596429
2021-10-14,2700.35009765625,2717.449951171875,2687.199951171875,2700.39990234375,2700.39990234375,3979730
2021-10-18,2668.60009765625,2745.0,2662.300048828125,2707.60009765625,2707.60009765625,6273850
2021-10-19,2723.800048828125,2751.35009765625,2708.0,2731.85009765625,2731.85009765625,4076617
2021-10-20,2742.75,2742.75,2691.5,2700.39990234375,2700.39990234375,5865926
2021-10-21,2727.39990234375,2728.0,2603.199951171875,2622.5,2622.5,9613812
2021-10-22,2620.0,2664.89990234375,2611.5,2627.39990234375,2627.39990234375,5089178
2021-10-25,2680.0,2680.0,2570.0,2601.800048828125,2601.800048828125,7937067
2021-10-26,2617.10009765625,2668.89990234375,2603.14990234375,2661.050048828125,2661.050048828125,4499706
2021-10-27,2652.0,2676.800048828125,2619.949951171875,2627.39990234375,2627.39990234375,4567140
2021-10-28,2620.0,2637.949951171875,2590.5,2598.60009765625,2598.60009765625,4562471
2021-10-29,2596.14990234375,2596.14990234375,2501.699951171875,2536.25,2536.25,6568539
2021-11-01,2536.25,2556.0,2494.10009765625,2537.800048828125,2537.800048828125,7144532
2021-11-02,2545.0,2548.0,2495.25,2500.800048828125,2500.800048828125,4877652
2021-11-03,2506.050048828125,2520.0,2461.0,2483.60009765625,2483.60009765625,5533120
2021-11-04,2492.949951171875,2504.89990234375,2490.0,2498.85009765625,2498.85009765625,787160
2021-11-08,2519.39990234375,2520.0,2456.39990234375,2501.949951171875,2501.949951171875,9385607
2021-11-09,2505.0,2528.89990234375,2487.050048828125,2521.699951171875,2521.699951171875,7237470
2021-11-10,2516.699951171875,2558.0,2503.64990234375,2549.89990234375,2549.89990234375,4731975
2021-11-11,2540.050048828125,2570.5,2535.550048828125,2554.550048828125,2554.550048828125,4948422
2021-11-12,2562.89990234375,2598.75,2557.0,2593.10009765625,2593.10009765625,4020744
2021-11-15,2600.0,2602.199951171875,2570.0,2577.800048828125,2577.800048828125,2216708
2021-11-16,2572.050048828125,2575.0,2495.0,2517.89990234375,2517.89990234375,5232292
2021-11-17,2498.949951171875,2498.949951171875,2461.0,2464.0,2464.0,4708235
2021-11-18,2460.0,2489.0,2450.050048828125,2473.300048828125,2473.300048828125,3925345
2021-11-22,2436.10009765625,2449.0,2351.0,2363.75,2363.75,11133364
2021-11-23,2333.050048828125,2401.25,2309.0,2385.85009765625,2385.85009765625,11688406
2021-11-24,2380.0,2409.89990234375,2343.550048828125,2351.39990234375,2351.39990234375,7762564
2021-11-25,2373.0,2502.0,2357.14990234375,2492.949951171875,2492.949951171875,19568487
2021-11-26,2467.800048828125,2477.60009765625,2401.5,2412.60009765625,2412.60009765625,7274686
2021-11-29,2439.10009765625,2500.0,2399.10009765625,2441.5,2441.5,11226147
2021-11-30,2468.0,2475.89990234375,2388.85009765625,2405.39990234375,2405.39990234375,14847511
2021-12-01,2433.0,2474.0,2425.10009765625,2467.0,2467.0,4663276
2021-12-02,2469.699951171875,2496.199951171875,2461.60009765625,2482.85009765625,2482.85009765625,5870468
2021-12-03,2498.39990234375,2498.5,2400.0,2408.25,2408.25,8871172
2021-12-06,2416.0,2425.0,2357.14990234375,2362.60009765625,2362.60009765625,4768334
2021-12-07,2376.14990234375,2404.0,2360.0,2381.85009765625,2381.85009765625,5185007
2021-12-08,2424.10009765625,2431.800048828125,2406.300048828125,2418.10009765625,2418.10009765625,4035437
2021-12-09,2435.0,2474.89990234375,2425.0,2456.449951171875,2456.449951171875,6098050
2021-12-10,2440.25,2466.0,2430.35009765625,2458.949951171875,2458.949951171875,3860176
2021-12-13,2473.5,2474.10009765625,2404.0,2409.64990234375,2409.64990234375,5954148
2021-12-14,2380.0,2406.0,2373.39990234375,2380.14990234375,2380.14990234375,5995586
2021-12-15,2384.0,2405.0,2361.10009765625,2373.199951171875,2373.199951171875,4322855
2021-12-16,2405.699951171875,2415.5,2368.64990234375,2403.89990234375,2403.89990234375,4504829
2021-12-17,2398.050048828125,2408.0,2320.0,2340.449951171875,2340.449951171875,9714489
2021-12-20,2317.85009765625,2317.85009765625,2247.10009765625,2277.35009765625,2277.35009765625,6611376
2021-12-21,2311.35009765625,2346.0,2292.199951171875,2311.25,2311.25,5924071
2021-12-22,2324.89990234375,2371.89990234375,2322.0,2366.10009765625,2366.10009765625,8149415
2021-12-23,2374.0,2380.0,2358.050048828125,2365.25,2365.25,4186912
2021-12-24,2370.0,2392.0,2337.550048828125,2372.800048828125,2372.800048828125,3639616
2021-12-27,2361.550048828125,2378.0,2348.10009765625,2370.25,2370.25,1853948
2021-12-28,2375.60009765625,2404.85009765625,2373.050048828125,2398.39990234375,2398.39990234375,2941883
2021-12-29,2391.0,2419.0,2382.10009765625,2402.5,2402.5,7118779
2021-12-30,2400.0,2404.949951171875,2345.60009765625,2359.10009765625,2359.10009765625,13537254
2021-12-31,2373.0,2383.89990234375,2360.0,2368.14990234375,2368.14990234375,4373768
2022-01-03,2365.0,2407.949951171875,2363.550048828125,2403.85009765625,2403.85009765625,2502073
2022-01-04,2415.89990234375,2461.0,2404.0,2458.10009765625,2458.10009765625,5006225
2022-01-05,2462.0,2477.0,2432.949951171875,2469.60009765625,2469.60009765625,5373618
2022-01-06,2451.199951171875,2454.0,2409.0,2416.5,2416.5,6667483
2022-01-07,2430.949951171875,2458.050048828125,2411.550048828125,2436.0,2436.0,6051239
2022-01-10,2452.0,2457.0,2416.050048828125,2438.0,2438.0,4267365
2022-01-11,2436.0,2474.949951171875,2435.0,2455.550048828125,2455.550048828125,7478681
2022-01-12,2471.300048828125,2524.949951171875,2465.0,2521.10009765625,2521.10009765625,6830402
2022-01-13,2521.25,2541.0,2508.39990234375,2535.300048828125,2535.300048828125,5471871
2022-01-14,2535.0,2567.300048828125,2525.85009765625,2539.0,2539.0,9197773
2022-01-17,2538.0,2565.0,2537.0,2552.25,2552.25,3708822
2022-01-18,2554.75,2562.35009765625,2515.75,2521.800048828125,2521.800048828125,2868235
2022-01-19,2530.0,2542.0,2509.0,2521.60009765625,2521.60009765625,4502155
2022-01-20,2500.050048828125,2509.949951171875,2455.0,2477.449951171875,2477.449951171875,7612203
2022-01-21,2452.0,2502.25,2452.0,2477.85009765625,2477.85009765625,6153150
